Date,Filename,Total,Additions,Deletions
2019-10-01,MainActivity.java,32,16,16
2019-10-01,TestCircleWheelViewActivity.java,50,50,0
2019-10-01,OptionsPickerBuilder.java,21,21,0
2019-10-01,TimePickerBuilder.java,20,20,0
2019-10-01,PickerOptions.java,4,2,2
2019-10-01,OptionsPickerView.java,6,4,2
2019-10-01,TimePickerView.java,3,2,1
2019-10-01,WheelOptions.java,87,35,52
2019-10-01,WheelTime.java,1828,900,928
2019-10-01,WheelView.java,130,85,45
2019-10-01,MainActivity.java,32,16,16
2019-10-01,TestCircleWheelViewActivity.java,50,50,0
2019-10-01,OptionsPickerBuilder.java,21,21,0
2019-10-01,TimePickerBuilder.java,20,20,0
2019-10-01,PickerOptions.java,4,2,2
2019-10-01,OptionsPickerView.java,6,4,2
2019-10-01,TimePickerView.java,3,2,1
2019-10-01,WheelOptions.java,87,35,52
2019-10-01,WheelTime.java,1828,900,928
2019-10-01,WheelView.java,130,85,45
2019-10-01,MainActivity.java,1,1,0
2019-10-01,OptionsPickerView.java,4,2,2
2019-10-01,WheelOptions.java,6,3,3
2019-10-01,TimePickerBuilder.java,2,1,1
2019-10-01,MainActivity.java,20,6,14
2019-10-01,TestCircleWheelViewActivity.java,6,3,3
2019-10-01,WheelView.java,2,1,1
2019-10-01,MainActivity.java,11,8,3
2019-10-01,TestCircleWheelViewActivity.java,50,50,0
2019-10-01,WheelView.java,27,26,1
2019-10-01,MainActivity.java,2,2,0
2019-10-01,OptionsPickerBuilder.java,21,21,0
2019-10-01,TimePickerBuilder.java,20,20,0
2019-10-01,PickerOptions.java,4,2,2
2019-10-01,OptionsPickerView.java,2,2,0
2019-10-01,TimePickerView.java,3,2,1
2019-10-01,WheelOptions.java,81,32,49
2019-10-01,WheelTime.java,1828,900,928
2019-10-01,WheelView.java,103,59,44
2019-08-01,MainActivity.java,11,8,3
2019-08-01,TestCircleWheelViewActivity.java,50,50,0
2019-08-01,WheelView.java,27,26,1
2019-07-01,MainActivity.java,11,8,3
2019-07-01,TestCircleWheelViewActivity.java,50,50,0
2019-07-01,WheelView.java,27,26,1
2019-05-01,WheelTime.java,6,4,2
2019-05-01,OptionsPickerBuilder.java,2,1,1
2019-04-01,WheelTime.java,6,4,2
2019-04-01,WheelTime.java,6,4,2
2019-04-01,TestImport.java,8,0,8
2019-04-01,WheelTime.java,4,2,2
2019-04-01,TestImport.java,8,8,0
2019-04-01,TestImport.java,8,8,0
2019-03-01,WheelTime.java,4,2,2
2019-01-01,JsonDataActivity.java,45,28,17
2019-01-01,MainActivity.java,10,9,1
2019-01-01,TestFragment.java,2,1,1
2019-01-01,OptionsPickerBuilder.java,30,25,5
2019-01-01,TimePickerBuilder.java,35,26,9
2019-01-01,PickerOptions.java,17,8,9
2019-01-01,OnTimeSelectChangeListener.java,2,0,2
2019-01-01,BasePickerView.java,8,3,5
2019-01-01,OptionsPickerView.java,4,4,0
2019-01-01,TimePickerView.java,4,4,0
2019-01-01,WheelTime.java,6,0,6
2019-01-01,WheelView.java,26,14,12
2019-01-01,MainActivity.java,2,1,1
2019-01-01,TestFragment.java,2,1,1
2019-01-01,OptionsPickerBuilder.java,23,18,5
2019-01-01,TimePickerBuilder.java,26,19,7
2019-01-01,PickerOptions.java,11,4,7
2019-01-01,BasePickerView.java,8,3,5
2019-01-01,JsonDataActivity.java,20,15,5
2019-01-01,WheelView.java,18,7,11
2018-12-01,JsonDataActivity.java,25,13,12
2018-12-01,MainActivity.java,6,6,0
2018-12-01,OptionsPickerBuilder.java,7,7,0
2018-12-01,TimePickerBuilder.java,9,7,2
2018-12-01,PickerOptions.java,6,4,2
2018-12-01,OnTimeSelectChangeListener.java,2,0,2
2018-12-01,OptionsPickerView.java,4,4,0
2018-12-01,TimePickerView.java,4,4,0
2018-12-01,WheelTime.java,6,0,6
2018-10-01,MainActivity.java,2,2,0
2018-09-01,WheelView.java,8,7,1
2018-08-01,MainActivity.java,72,34,38
2018-08-01,OptionsPickerBuilder.java,11,5,6
2018-08-01,TimePickerBuilder.java,7,3,4
2018-08-01,PickerOptions.java,1,0,1
2018-08-01,ChinaDate.java,88,8,80
2018-08-01,LunarCalendar.java,2,1,1
2018-08-01,BasePickerView.java,21,16,5
2018-08-01,OptionsPickerView.java,14,13,1
2018-08-01,TimePickerView.java,11,11,0
2018-08-01,WheelOptions.java,38,25,13
2018-08-01,WheelTime.java,9,8,1
2018-08-01,WheelView.java,105,42,63
2018-08-01,MainActivity.java,10,5,5
2018-08-01,WheelView.java,42,11,31
2018-07-01,ChinaDate.java,82,5,77
2018-07-01,LunarCalendar.java,2,1,1
2018-07-01,WheelView.java,3,3,0
2018-07-01,WheelView.java,3,3,0
2018-07-01,WheelTime.java,9,8,1
2018-06-01,WheelTime.java,9,8,1
2018-06-01,ChinaDate.java,6,3,3
2018-06-01,WheelView.java,19,6,13
2018-04-01,MainActivity.java,56,24,32
2018-04-01,BasePickerView.java,21,16,5
2018-04-01,WheelView.java,16,7,9
2018-04-01,WheelView.java,37,19,18
2018-03-01,MainActivity.java,2,1,1
2018-03-01,WheelView.java,9,7,2
2018-03-01,WheelView.java,15,7,8
2018-03-01,MainActivity.java,6,5,1
2018-03-01,PickerOptions.java,1,0,1
2018-03-01,OptionsPickerView.java,3,2,1
2018-03-01,WheelOptions.java,38,25,13
2018-03-01,OptionsPickerBuilder.java,2,1,1
2018-03-01,OptionsPickerBuilder.java,3,1,2
2018-03-01,TimePickerBuilder.java,7,3,4
2018-03-01,OptionsPickerBuilder.java,8,4,4
2018-03-01,OptionsPickerView.java,11,11,0
2018-03-01,TimePickerView.java,11,11,0
2018-03-01,FragmentTestActivity.java,1,1,0
2018-03-01,GetJsonDataUtil.java,2,1,1
2018-03-01,JsonDataActivity.java,78,41,37
2018-03-01,MainActivity.java,137,76,61
2018-03-01,TestFragment.java,18,10,8
2018-03-01,CardBean.java,3,2,1
2018-03-01,JsonBean.java,6,3,3
2018-03-01,ProvinceBean.java,3,2,1
2018-03-01,OptionsPickerView.java,561,0,561
2018-03-01,TimePickerView.java,624,0,624
2018-03-01,ArrayWheelAdapter.java,21,5,16
2018-03-01,NumericWheelAdapter.java,16,2,14
2018-03-01,OptionsPickerBuilder.java,251,251,0
2018-03-01,TimePickerBuilder.java,278,278,0
2018-03-01,PickerOptions.java,116,116,0
2018-03-01,InertiaTimerTask.java,68,0,68
2018-03-01,LoopViewGestureListener.java,18,0,18
2018-03-01,OnItemSelectedRunnable.java,14,0,14
2018-03-01,SmoothScrollTimerTask.java,61,0,61
2018-03-01,ISelectTimeCallback.java,10,10,0
2018-03-01,OnOptionsSelectChangeListener.java,11,11,0
2018-03-01,OnOptionsSelectListener.java,13,13,0
2018-03-01,OnTimeSelectChangeListener.java,14,14,0
2018-03-01,OnTimeSelectListener.java,14,14,0
2018-03-01,ChinaDate.java,104,40,64
2018-03-01,PickerViewAnimateUtil.java,2,1,1
2018-03-01,BasePickerView.java,90,39,51
2018-03-01,OptionsPickerView.java,179,179,0
2018-03-01,TimePickerView.java,273,273,0
2018-03-01,WheelOptions.java,172,111,61
2018-03-01,WheelTime.java,202,107,95
2018-03-01,ExampleInstrumentedTest.java,26,26,0
2018-03-01,WheelAdapter.java,49,25,24
2018-03-01,IPickerViewData.java,2,1,1
2018-03-01,LoopViewGestureListener.java,25,25,0
2018-03-01,OnItemSelectedListener.java,2,1,1
2018-03-01,InertiaTimerTask.java,79,79,0
2018-03-01,MessageHandler.java,24,16,8
2018-03-01,SmoothScrollTimerTask.java,64,64,0
2018-03-01,WheelView.java,222,127,95
2018-03-01,MainActivity.java,18,13,5
2018-03-01,TimePickerBuilder.java,23,13,10
2018-03-01,ISelectTimeCallback.java,10,10,0
2018-03-01,BasePickerView.java,2,1,1
2018-03-01,OptionsPickerView.java,7,1,6
2018-03-01,TimePickerView.java,64,47,17
2018-03-01,WheelTime.java,72,56,16
2018-03-01,MainActivity.java,22,20,2
2018-03-01,OptionsPickerBuilder.java,12,12,0
2018-03-01,TimePickerBuilder.java,16,16,0
2018-03-01,PickerOptions.java,6,6,0
2018-03-01,OnOptionsSelectChangeListener.java,11,11,0
2018-03-01,OnTimeSelectChangeListener.java,14,14,0
2018-03-01,OptionsPickerView.java,6,4,2
2018-03-01,WheelOptions.java,78,66,12
2018-03-01,WheelTime.java,2,1,1
2018-03-01,WheelTime.java,10,1,9
2018-03-01,FragmentTestActivity.java,1,1,0
2018-03-01,GetJsonDataUtil.java,2,1,1
2018-03-01,JsonDataActivity.java,11,11,0
2018-03-01,TestFragment.java,9,5,4
2018-03-01,JsonDataActivity.java,6,4,2
2018-03-01,MainActivity.java,48,32,16
2018-03-01,TestFragment.java,6,4,2
2018-03-01,OptionsPickerView.java,412,0,412
2018-03-01,OptionsPickerBuilder.java,239,239,0
2018-03-01,TimePickerBuilder.java,259,259,0
2018-03-01,PickerOptions.java,48,21,27
2018-03-01,OnOptionsSelectListener.java,13,13,0
2018-03-01,OnTimeSelectListener.java,14,14,0
2018-03-01,ChinaDate.java,67,32,35
2018-03-01,OptionsPickerView.java,182,182,0
2018-03-01,TimePickerView.java,280,7,273
2018-03-01,OptionsPickerView.java,10,5,5
2018-03-01,WheelView.java,8,2,6
2018-03-01,ChinaDate.java,14,13,1
2018-03-01,MainActivity.java,15,11,4
2018-03-01,OptionsPickerView.java,40,25,15
2018-03-01,TimePickerView.java,4,4,0
2018-03-01,PickerOptions.java,2,1,1
2018-03-01,ChinaDate.java,60,22,38
2018-03-01,BasePickerView.java,33,14,19
2018-03-01,WheelOptions.java,24,15,9
2018-03-01,WheelOptions.java,2,1,1
2018-03-01,WheelTime.java,98,44,54
2018-03-01,WheelView.java,2,1,1
2018-03-01,MainActivity.java,6,3,3
2018-03-01,TestFragment.java,3,1,2
2018-03-01,TimePickerView.java,2,1,1
2018-03-01,WheelTime.java,18,4,14
2018-03-01,OptionsPickerView.java,12,6,6
2018-03-01,TimePickerView.java,33,17,16
2018-03-01,PickerOptions.java,40,19,21
2018-03-01,BasePickerView.java,16,7,9
2018-03-01,WheelOptions.java,54,26,28
2018-03-01,MainActivity.java,2,1,1
2018-03-01,OptionsPickerView.java,19,0,19
2018-03-01,TimePickerView.java,43,5,38
2018-03-01,PickerOptions.java,26,14,12
2018-03-01,PickerViewAnimateUtil.java,2,1,1
2018-03-01,BasePickerView.java,7,4,3
2018-03-01,OptionsPickerView.java,205,91,114
2018-03-01,TimePickerView.java,333,132,201
2018-03-01,Options.java,79,0,79
2018-03-01,PickerOptions.java,116,116,0
2018-03-01,BasePickerView.java,24,8,16
2018-03-01,OptionsPickerView.java,287,101,186
2018-03-01,Options.java,79,79,0
2018-03-01,BasePickerView.java,36,4,32
2018-03-01,OptionsPickerView.java,30,1,29
2018-03-01,TimePickerView.java,82,27,55
2018-03-01,BasePickerView.java,50,37,13
2018-03-01,OptionsPickerView.java,70,35,35
2018-03-01,ChinaDate.java,17,0,17
2018-03-01,WheelTime.java,10,5,5
2018-03-01,WheelView.java,10,5,5
2018-01-01,MainActivity.java,2,1,1
2018-01-01,OptionsPickerView.java,14,7,7
2018-01-01,TimePickerView.java,3,2,1
2018-01-01,BasePickerView.java,12,9,3
2018-01-01,OptionsPickerView.java,20,10,10
2018-01-01,TimePickerView.java,47,26,21
2018-01-01,OptionsPickerView.java,32,14,18
2018-01-01,TimePickerView.java,52,28,24
2018-01-01,ArrayWheelAdapter.java,19,3,16
2018-01-01,NumericWheelAdapter.java,14,0,14
2018-01-01,WheelOptions.java,16,4,12
2018-01-01,JsonDataActivity.java,63,27,36
2018-01-01,MainActivity.java,40,3,37
2018-01-01,WheelAdapter.java,2,1,1
2018-01-01,InertiaTimerTask.java,30,15,15
2018-01-01,MessageHandler.java,2,1,1
2018-01-01,SmoothScrollTimerTask.java,3,2,1
2018-01-01,WheelView.java,33,14,19
2018-01-01,ExampleUnitTest.java,17,0,17
2018-01-01,TimePickerView.java,2,1,1
2018-01-01,WheelTime.java,2,1,1
2018-01-01,InertiaTimerTask.java,8,5,3
2018-01-01,MessageHandler.java,8,5,3
2018-01-01,SmoothScrollTimerTask.java,26,14,12
2018-01-01,WheelView.java,41,34,7
2017-12-01,CardBean.java,3,2,1
2017-12-01,JsonBean.java,6,3,3
2017-12-01,ProvinceBean.java,3,2,1
2017-12-01,OptionsPickerView.java,2,1,1
2017-12-01,TimePickerView.java,2,1,1
2017-12-01,ArrayWheelAdapter.java,2,2,0
2017-12-01,NumericWheelAdapter.java,2,2,0
2017-12-01,WheelAdapter.java,24,0,24
2017-12-01,InertiaTimerTask.java,68,0,68
2017-12-01,LoopViewGestureListener.java,18,0,18
2017-12-01,MessageHandler.java,34,0,34
2017-12-01,OnItemSelectedRunnable.java,14,0,14
2017-12-01,SmoothScrollTimerTask.java,61,0,61
2017-12-01,WheelView.java,787,0,787
2017-12-01,OnItemSelectedListener.java,6,0,6
2017-12-01,WheelOptions.java,4,2,2
2017-12-01,WheelTime.java,4,2,2
2017-12-01,WheelAdapter.java,3,2,1
2017-12-01,IPickerViewData.java,2,1,1
2017-12-01,LoopViewGestureListener.java,25,25,0
2017-12-01,OnItemSelectedListener.java,2,1,1
2017-12-01,InertiaTimerTask.java,77,77,0
2017-12-01,MessageHandler.java,20,13,7
2017-12-01,SmoothScrollTimerTask.java,61,61,0
2017-12-01,WheelView.java,137,78,59
2017-12-01,IPickerViewData.java,8,0,8
2017-12-01,InertiaTimerTask.java,69,0,69
2017-12-01,LoopViewGestureListener.java,18,0,18
2017-12-01,OnItemSelectedRunnable.java,14,0,14
2017-12-01,SmoothScrollTimerTask.java,62,0,62
2017-12-01,ExampleInstrumentedTest.java,26,26,0
2017-12-01,IPickerViewData.java,8,8,0
2017-12-01,InertiaTimerTask.java,69,69,0
2017-12-01,LoopViewGestureListener.java,18,18,0
2017-12-01,MessageHandler.java,34,34,0
2017-12-01,OnItemSelectedListener.java,6,6,0
2017-12-01,OnItemSelectedRunnable.java,14,14,0
2017-12-01,SmoothScrollTimerTask.java,62,62,0
2017-12-01,WheelAdapter.java,24,24,0
2017-12-01,WheelView.java,782,782,0
2017-12-01,ExampleUnitTest.java,17,17,0
2017-12-01,MainActivity.java,7,5,2
2017-12-01,OptionsPickerView.java,43,31,12
2017-12-01,TimePickerView.java,29,29,0
2017-12-01,WheelView.java,106,57,49
2017-12-01,ChinaDate.java,3,2,1
2017-12-01,BasePickerView.java,12,8,4
2017-12-01,WheelOptions.java,42,24,18
2017-12-01,WheelTime.java,28,17,11
2017-11-01,ChinaDate.java,3,2,1
2017-11-01,MainActivity.java,2,1,1
2017-11-01,WheelTime.java,20,9,11
2017-11-01,MainActivity.java,2,1,1
2017-11-01,OptionsPickerView.java,43,31,12
2017-11-01,TimePickerView.java,10,10,0
2017-11-01,WheelView.java,3,3,0
2017-11-01,WheelOptions.java,9,9,0
2017-11-01,MainActivity.java,5,4,1
2017-11-01,TimePickerView.java,19,19,0
2017-11-01,WheelView.java,18,16,2
2017-11-01,WheelTime.java,8,8,0
2017-11-01,MainActivity.java,5,4,1
2017-11-01,TimePickerView.java,19,19,0
2017-11-01,WheelView.java,18,16,2
2017-11-01,WheelTime.java,8,8,0
2017-11-01,WheelView.java,85,38,47
2017-11-01,BasePickerView.java,12,8,4
2017-11-01,WheelOptions.java,33,15,18
2017-11-01,JsonDataActivity.java,9,4,5
2017-11-01,MainActivity.java,172,143,29
2017-11-01,TimePickerView.java,3,2,1
2017-11-01,WheelTime.java,6,3,3
2017-09-01,MainActivity.java,123,121,2
2017-09-01,TimePickerView.java,38,38,0
2017-09-01,ChinaDate.java,447,447,0
2017-09-01,LunarCalendar.java,429,429,0
2017-09-01,BasePickerView.java,2,2,0
2017-09-01,WheelTime.java,209,208,1
2017-09-01,JsonDataActivity.java,9,4,5
2017-09-01,MainActivity.java,172,143,29
2017-09-01,TimePickerView.java,3,2,1
2017-09-01,WheelTime.java,6,3,3
2017-09-01,MainActivity.java,10,4,6
2017-09-01,MainActivity.java,47,43,4
2017-09-01,TimePickerView.java,3,3,0
2017-09-01,WheelTime.java,3,3,0
2017-09-01,MainActivity.java,86,84,2
2017-09-01,TimePickerView.java,35,35,0
2017-09-01,WheelTime.java,2,1,1
2017-09-01,JsonDataActivity.java,9,4,5
2017-09-01,MainActivity.java,224,67,157
2017-09-01,TimePickerView.java,37,1,36
2017-09-01,WheelView.java,2,2,0
2017-09-01,WheelTime.java,4,2,2
2017-08-01,WheelTime.java,2,1,1
2017-08-01,TimePickerView.java,8,5,3
2017-08-01,WheelTime.java,2,1,1
2017-08-01,JsonDataActivity.java,9,4,5
2017-08-01,MainActivity.java,137,66,71
2017-08-01,WheelView.java,2,2,0
2017-08-01,MainActivity.java,93,4,89
2017-08-01,TimePickerView.java,4,3,1
2017-08-01,WheelView.java,2,2,0
2017-08-01,WheelTime.java,3,3,0
2017-08-01,MainActivity.java,93,4,89
2017-08-01,TimePickerView.java,4,3,1
2017-08-01,WheelView.java,2,2,0
2017-08-01,WheelTime.java,3,3,0
2017-08-01,MainActivity.java,10,7,3
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,MainActivity.java,10,7,3
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,MainActivity.java,83,82,1
2017-08-01,TimePickerView.java,43,40,3
2017-08-01,ChinaDate.java,447,447,0
2017-08-01,LunarCalendar.java,429,429,0
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,WheelTime.java,206,205,1
2017-08-01,MainActivity.java,83,82,1
2017-08-01,TimePickerView.java,43,40,3
2017-08-01,ChinaDate.java,447,447,0
2017-08-01,LunarCalendar.java,429,429,0
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,WheelTime.java,206,205,1
2017-08-01,MainActivity.java,10,7,3
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,MainActivity.java,34,30,4
2017-08-01,MainActivity.java,3,1,2
2017-08-01,TimePickerView.java,1,1,0
2017-08-01,WheelTime.java,14,7,7
2017-08-01,MainActivity.java,58,57,1
2017-08-01,TimePickerView.java,42,39,3
2017-08-01,ChinaDate.java,447,447,0
2017-08-01,LunarCalendar.java,429,429,0
2017-08-01,BasePickerView.java,1,1,0
2017-08-01,WheelTime.java,206,205,1
2017-07-01,WheelView.java,9,9,0
2017-07-01,WheelOptions.java,21,16,5
2017-06-01,WheelView.java,9,9,0
2017-06-01,WheelOptions.java,21,16,5
2017-05-01,TestFragment.java,1,1,0
2017-05-01,MainActivity.java,26,17,9
2017-05-01,TestFragment.java,29,26,3
2017-05-01,CardBean.java,2,2,0
2017-05-01,TestFragment.java,2,2,0
2017-05-01,BasePickerView.java,5,1,4
2017-05-01,TestFragment.java,2,1,1
2017-05-01,MainActivity.java,2,0,2
2017-05-01,TestFragment.java,9,5,4
2017-05-01,BasePickerView.java,103,63,40
2017-05-01,MainActivity.java,9,5,4
2017-05-01,TestFragment.java,2,1,1
2017-05-01,TestFragment.java,2,1,1
2017-05-01,MainActivity.java,47,25,22
2017-05-01,TimePickerView.java,36,16,20
